truthful	stayed at the intercontinental for an entire week on business and for the most part a very elegant, convenient visit. stayed in the historic tower. very nice rooms, great view, attentive staff, convenient location just north of the tribune tower & the river, and nice fitness club at $16 for the entire stay. the only downside is i couldn't get over the feeling that i was being nickle & dimed: $10 a day for wi-fi, $6 bottles of water in the room, $26 mini-bottle of wine in the fridge, tipping multiple staff for carrying the same bags, etc. their in-house restaurant zest is zagat rated though i'm not sure why. within a 5 minute walk there are plenty of great restaurants with much better food than zest. but, next time i need to be near the loop i'd stay at the intercontinental again.
deceptive	after a recent stay at the talbott hotel in chicago, i left the city with an empty pocket book. i had booked a package deal online and although the service was absolutely terrific, i didn't realize some of the amenities i was paying for included personalized key cards and room service menus. i could have done with out my room key having my name printed across it as well as the menu. when did my name printed on things become an extra amenity that cost so much money? i basically felt overcharged for the so called 'extras' included in the package i purchased. one other thing, the traffic was pretty horrible and checking in seems like it could have somehow been made simpler.
truthful	the omni was chosen for it's location whichworked out perfectly. the bedding was wondeful and everything seemed fairly clean ...until...i sat down in the tub...there was black mold in the soap holder, in the cracks on the walls between the tile, all under the tile overhang above the tub and completely around the toilet bowl. needless to say i drained the tub and took a shower...i really don't care for showers. oh yes...the toilet leaked as well...the staff were very helpful but i was disappointed. i travel extensively and don't think i will return. we needed color copies for a business meeting and their printer was broken, so the man in the business center took the jump drive to another part of the hotel, printed the presentation and delivered it to our room. they try! we booked online for a weekend package and got a room on the 10th floor with a view of the windows of another building...but we weren't there too much.
truthful	"i'd been searching for a cool, non-chain hotel for a weekend getaway with my boyfriend. i thought i'd found a winner in the affinia... soo disappointed!! in spite of the fact that our reservation was for two adults, we arrived to find our room had a double bed. what?! i was floored, but after a delayed flight and a 2 hour cab ride, was too tired to make a fuss. we were hungry after all the delays and planned on attending an event that night, so we called for room service hoping to keep it simple. i was told that room service would call me back to take my order...and nothing happened. i didn't want to be late to our event so we ended up going to the restaurant downstairs. nothing special; entree, dessert and nab for two still came out to $*...i am no hayseed, i'm well aware that everything costs more in chicago, but this just wasn't worth it. our room was by the elevator w/ parking garage view...the bathroom was tiny, shower curtain was stained, funky toilet seat/lid, and the vanity featured that ""rude awakening"" lighting normally found in low-rent dressing rooms, i.e., ""holy crap, have i looked that bad this whole time?!"" if you're a traveler who likes using the in-room coffeemaker, they charge for their chintzy coffees (i don't use these, but... come on). nice enough ambience in the upstairs bar, but weak drinks... that night, our bed was so tiny and uncomfortable that i almost asked to switch rooms. but the marathon was that weekend; the hotel was so busy i didn't want to be a pest. i can't believe i was so impressed with this place online. next time i'll happily pay more to stay someplace that's actually a treat."
truthful	stayed at this hotel with 3 friends or 4 nights. the hotel was clean and tidy, throughout. the concierge christopher was excellent and helped as with all our needs, gave us discount vouchers etc. hotel was in excellent position. 3 blocks from john hancok building and more importantly the cheesecake factory , bloomingdales 3 blocks away and the water tower shopping centre 2 blocks away. we went to the huge i max cinema which is about ten minutes away. cant wait to go back to chicago and the affinia
truthful	the james hotel is located close to everything in chicago, the miracle mile, pizza house uno,rush street, the water tower everything. we walked everywhere because everything was close by. the rooms are very modern and a little on the small side. but the bed was very comfortable, very! the service is very good and the calls are answered professionally and nicely. all service was very fast and through. the lobby is a liitle small but that keeps the riff raff from hanging out in it, the bar service was good. the drink prices were high but what do you expect in a hotel bar. i got a great deal from leading hotels of the world for my stay of 3 days was just over $400.00 for a 5 star hotel that's cheap. due to the location, price and service i may stay there again. but i think my next trip may take me to trump's hotel in chi town. the james is a good stay . the doorman at the hotel are great! always pleasent, with a smile and very good service.
deceptive	i was going to chicago last month and wanted a nice hotel that was close to restaurants and shops. i did some research and believed the intercontinental would suit my needs. i sure was not disappointed by my decision! this hotel lots of historic charm. despite being a larger hotel, the service was top shelf! the rooms, while not large by any means, were extremely well-appointed and very comfortable. my kids loved the big swimming pool that the hotel offered. as for me, i was more impressed with the location to the magnificent mile. the hotel also has a nice restaurant on-site. the food was very good and, just like the hotel itself, the restaurant provided perfect customer service. dollar for dollar, the intercontinental in chicago is a great deal and i will be staying there again.
deceptive	this hotel was full of drunks. the lobby was full of crowds at night and the bar was way too busy. there were people stumbling all over the hotel at all hours of the night, yelling in the hallways, making lots of noise. the staff had little to say. i wasn't aware of the noise level when i booked the room and when i threatened to make other reservations, the people in the lobby had nothing to say. we asked for a water view and got a city view. again, the people at the front desk weren't accomodating at all. overall, we had a horrible experience.
deceptive	this hotel gives you a lot for a reasonable price! it has a great downtown location and a lot of added bonuses. we loved the evening cocktail hour with free alcoholic beverages and appetizers. they also have complimentary breakfast and complimentary dinner. the fitness center was very clean, i didn't want to leave it! our room was a spacious suite with a kitchen included! and i took advantage of the free grocery delivery. beds are comfortable and the room looks like it was recently renovated. but the thing that really stood out was the teamwork of such a wonderful staff. we will be back to the homewood suites the next time we come to chicago!
truthful	beautiful historic hotel -- and since i'm in historic building business, was looking forward to stay. moved rooms on second night because of loud party in adjacent suite, they escorted me to a room that was completely torn up -- duct work torn apart in bathroom, lamp fixtures literally falling off wall, mirror torn off wall, etc. ended up in a room on 20th floor -- much nicer, but yesterday waited 10 minutes for elevator on two separate occasions. only two of three elevators to top floors work -- and these two elevators skip floors, so you can be stuck waiting for ever. when i raised this to hotel staff, was told this was an old hotel and basically to stuff it. umm, no. this is not an old building problem, this is a fixable elevator problem if anyone cared enough to fix it. thumbs way down, stay away. go to the drake or knickerbocker if you're looking for old world charm, sans hassle.
deceptive	"on our first trip to chicago, my fiance and i stayed 2 nights on our anniversary and were pleasantly surprised by the hotel and the service we received from the personnel. in the past from other ""luxury hotels"" we have paid much more and received much less. here the room were very spacious, comfortable and sleek. we spent come time in the hotel bar, le bar, and enjoyed a few of their specialty martinis that were second to none! we also enjoyed dinner at the hotel's cafe des architectes and received service some of the best service in quite some time. if traveling with a lover we recommend the ""air of romance"" package. it was the best! 6 stars!"
truthful	my friend book this hotel for us for a girls weekend in chicago. lets just say we were thankful we didn't have to spend much time in the room. the carpet was so stained it looked like it was suppose to be that way. the furniture was worn and outdated. the place was gross and just wasn't worth the money we spent on it. the only redeeming quality was the door man, we was very nice and helpful.
truthful	we stayed at this hotel with our two teenage daughters duing a part business, part family fun trip in july. we were very impressed with the location, within walking distance to great restraunts and shopping, inlcuding water tower place (a great mall!). we were quite disappointed with the room cleanlinees and size. the bedspreads were filthy and so thin. the room decor is in dire need of an upgreade. the bathroom had no fan and it really smelled badly of mold and mildew. the shower actually had mold in the corners! this was a very tight squeese for 4 people. especially the bathroom. the beds and pillows were quite uncomfortable. even the elevators were tiny and could barely fit 6 people! thank goodness there were a few elevators. luckily we booked this room on priceline and would have never paid full price. the only upside was the great location. also beware- its cheaper to take a taxi to the airport than the airport shuttle! millenium promotes the airport shuttle but take a cab!
deceptive	my stay at the fairmont chicago millennium park hotel was by far the worst hotel stay i ever had. i would not recommend this hotel to anyone. they promised i would be able to relax in the spa area and it was dirty and not relaxing at all. when i got to my room i ordered room service and it took them 45 minutes to bring what i ordered. i am highly dissatisfied.
deceptive	when my new fiance told me about his business trip to chicago i was quite annoyed. mostly because he insisted i come along. he made up for me so not wanting to come along and be alone all weekend, with this wonderful hotel. his mother told him all about this hotel when she and her husband stayed here in the summer of 2008. she loved it..and so did i! i was so bummed about being all alone for most of the weekend, but the decor, wonderful staff and massages made up for it! i spent my time in the spa and the asian restaurant and couldn't have asked for a better experience! i am definately coming along on the next business trip!
truthful	"my family has dubbed the omni in chicago ""fawlty towers"" because there always seems to be something wrong. this time our room was right above the kitchen and the odor of cooking grease wafted through our bedroom all night long. it smelled like a greasy spoon restaurant and it permeated all of our clothing. the bedroom window was bolted shut, so we couldn't get any fresh air into the room. with the amount that the omni is charging for a room, they should have a much better ventilation system."
deceptive	i've stayed at other hotels in chicago, but this was the first absolutely horrifying experience. first off the staff was incredibly rude. i could have lived with that being that it was busy, but when the person would not get off their cell phone while a was checking in it had me wanting to pull my hair out. the room was also horrid. it smelled like sex and cigar smoke so bad in there that i was convinced a politician had just checked out after using it for a cheap affair. there was also what looked to be dried snot on the shower curtain. mark my words: never again will i stay at this dump!
truthful	this hotel was chosen for me for a business convention. the lobby was pretty cool. but the rooms were tiny and very dark. i had a huge picture of kiss above my toilet. it was very hard to do my makeup or read because of the lighting. the location is ok. you have to walk a few blocks to get to the best part of michigan ave, but its not too bad. be prepared for some sad sights after dark. apparently panhandling is permitted in chicago ( some cities will give you a ticket for begging) because at night, the beggars come out. the saddest thing i saw was an older woman with her two grandkids sitting on a curb in the freezing snow on a -5 temp night. those kids looked terrible. unfortunatly its all up and down the wealthiest part of the city. you don't see so many in the daylight. also the room service at the hard rock is pretty good. its plenty for 2 people. i would not stay here again though. i suggest the omni hotel.
truthful	"didn't get the room we were promised. kind of room we had reserved (2 queens) ""wasn't available. they then squeezed 3 adult ladies into 2 singles and a blow-up bed. had to pile furniture on top of tables to get it in! very unsatisfactory!! will not return, will not recommend. will tell people going to chicago to not stay in your hotel. when i next visit paris nextspring, i intend to stop at your world headquarters to tell them what i think of the chicago facility."
deceptive	i went to chicago on business last year and i had the pleasure of staying at the luxurious hyatt regency hotel. i opted for the business plan, although they have many different room descriptions available to choose from, such as the allergy friendly, monarch suite, state suite, all the way up to the presidential suite. my suite was a perfect blend of business and comfort, equipped with wi-fi, a generous 37 inch television, spacious work area and two queen sized beds you sink into feeling tension ease from your body. i dined at the stetson's chop shop restaurant and the meal was portioned generously and very well prepared. the staff was curtious and accommodating. for breakfast, i opted to have my meal brought to my room where i started my business day over a delicious hot meal and strong, gourmet coffee. i would highly recommend this wonderful haven to anyone planning an overnight chicago stay.
truthful	my daughter and i woke in the morning wanting to go swimming. when we arrived at the pool the water was covered by a white scum. i then attempted to use both of the phones at the pool, one white phone and one emergency red phone, to call the desk. both were out of service!!!! i am glad there wasn't an emergency. as we were exited the pool area i ran into a hotel employee and told her about the problems and then asked her to call us when the pool was clean.... never heard back. one more thing, in our room the furniture was mostly child friendly except for a large metal and glass outdated coffee table. within 30 minutes my 5 year old fell and hit her mouth and began bleeding. they need to update this piece of furniture.
deceptive	the downtown chicago hilton was the best combination of all the things we were looking for in a hotel- perfect location for both those of us who like shopping and those of us who prefer tourist attractions. staying with a hilton means the essentials are never a concern- as always, the room was clean and impeccably neat, the staff friendly and very capable. the wireless access and big flat screen tv were an added plus too! best of all, it is a pet-friendly hotel, something that is unusual in bigger city 4-diamond hotels. thanks, chicago hilton, for a great stay!
deceptive	the omni chicago hotel was a delight to stay in. the second you step into the place, it takes your breath away. it's very modern with an antique twist. the rooms are spacious and comfortable. they are clean. every member of the staff was courteous and polite. proud of their place of work. happy to be there. you don't often see that. the room service was phenomenal. visiting chicago was amazing, and staying at the omni hotel made my visit that much better. the luxurious pools were an added plus as well. i also enjoyed the gym facilities. i will definitely be staying at the omni hotel on my next visit.
deceptive	the ambassador east hotel in chicago is a fantastic up-scale hotel to stay in while visiting the windy city. my fiancee and i enjoyed one of the king rooms on our recent stay. the staff was exceptionally friendly and helpful - some of the best i've ever dealt with when traveling, and valet parking is always a perk! the rooms were very nice and had all the amenities you would want when at a high-end hotel. the bed was extremely comfortable! there was cable tv, of course, and hbo was included, so there was always something to watch. wireless internet signal was excellent and i had no trouble getting online. we had dinner in the hotel restaurant twice during our stay, and the food was fantastic! great atmosphere as well - we usually only do the hotel restaurant one night on a stay, but this one was worth going back to! overall, it was an incredible stay, and we hope to stay at the ambassador east again next time we're in chicago!
deceptive	after recent week stay at the affinia hotels, i can definitely say i will be coming back. they offer so many in room amenities and services, just a very comfortable and relaxed place to be. my most enjoyable experience at the affinia hotel was the amazing customization they offered, i would recommend affinia hotels to anyone looking for a nice place to stay .
deceptive	the stunning bay at chicago finds its equal in the ambassador east hotel. this hotel feels like luxury was built into everything, down to the wonderful room service and conference rooms. besides being in an active neighborhood in chicago, the ambassador east is close enough to the action and beautiful sights chicago has to offer. the overall service of the hotel was wonderful. i felt like i was treated as a king. the room was very neat, regal, and relaxing. i especially liked the bathroom as it was clean and soothing. the pump room was also a great place for excellent dining. my stay here was completely enjoyable while maintaining a high level of productivity. overall, the stay here was fantastic and worth every penny. i would return to the ambassador east hotel in a heartbeat if given the opportunity.
truthful	we booked the amalfi looking for a great boutique hotel in chicago. the hotel is a nice property with clean rooms and nice amenities in a good location. however, when i booked the hotel i was offered an upgraded room from a king room to a corner king room for only $10 more. that was great until i checked in. the corner room looked at two brick walls and an alley. during the night there were several homeless individuals fighting in the alley. it would seem that this is a place for them to congregate. on top of this, the dumpsters in the alley were being emptied by the waste department between 5 and 6 am in the morning. the noise was crazy loud. i think this is a nice hotel with some unfortunate aspects due to its location. the staff is extremely friendly and very helpful.
truthful	my wife and i just spent 3 nights at the talbott. the room was spacious, comfortable and well-appointed. the hotel is quiet although there is some construction nearby. linens and towels first-class. free wi-fi in the room. the location is terrific, just one block to michigan avenue. we will stay here on future visits.
deceptive	if you are ever going to visit chicago and need a place to stay i recommend this hotel. this hotel made my stay in chicago one that i will always remember. the rooms were very big and luxurious, everybody was friendly and showed a fabulous display of customer service. the room service always got there when they said it would and it was nice because it was 24 hours so i could get anything whenever i wanted. the price of this hotel for my stay was unbeatable especially because i got great service and i saved a lot compared to the rates of other hotels in the area and their two restaurants were exquisite. if you are ever going to be in the chicago area and need a hotel to stay in i recommend this hotel!
truthful	maybe it was because we booked thru priceline that we were treated like second rate guest - couldn't get a room thru fairmont website as busy weekend with ryder cup.....but never have had this experience in using priceline before. the night time check in girl was rude and unhelpful. we were told no options to pay for upgrade or king bed and that we were stuck with two tiny beds and a ugly room. we had comforter with dirt in several places - and a bathroom for handicap with no counter space - had to use ironing board for toiletries. this hotel is huge and not at capacity - may have had a renovation but the good look of this hotel stops at the lobby. hallways, rooms, carpet run down - just not what you come to expect of a fairmont. i have stayed in many all over the world and this is by far the worst. maybe because we were on a low floor it was not updated...we paid as much as other guest and i'm a fairmont gold member. positives - great location, daytime staff helpful at desk - they have two bikes to borrow which is handy. views could be great if you get a higher room. checked out the raddison blu across street - looked much nicer!!!
deceptive	my wife and me stayed in the amalfi hotel chicago last august in a weekend visit to chicago. the hotel is located in the 20 w kinzie st, in the well-known river north district. we got what the hotel promised: gentle staff, a luxury room with a breathtaking view, magnificent meals and a select wine. i also used its well-equipped gymnasium. we paid $586 with taxes for two nights. i think it was a good price, taking in account the excellent conditions we got there. i would recommend the amalfi hotel to anybody with good taste that visits chicago.
deceptive	i was extremely disappointed with my stay at the omni chicago hotel. it was a hot summer day and i turned on the shower and only drips of hot water came out. i called to complain and they assured me that someone would be in my room to fix the shower or show me how to use it. i felt the person i spoke to was rude to me. they were not accepting responsibility, but talking down to me as if i was stupid. after waiting 30 minutes a bell hop came up to show me how to use the shower. this was not a service person. he could not get the shower to work either and apologized for the problem i was having. he expected a tip and complained when i did not give him one. nobody came up after that. i was told i could switch to a different room, so i had to pack up my belongings and move to another floor. the shower did work in this other room, but i didn't have the view of the city that i had in the first room. i was looking at a brick wall. plus there was a party in the next room that was so loud it kept me up all night. i complained and the hotel staff told me they were vips and could not do anything about the noise. this hotel was overpriced and my stay was miserable. do not go to the omni hotel. i've stayed in $50 a night motels with better service.
deceptive	recently i traveled to chicago for business. i was treated to a stay at the intercontinental chicago by my employer. it truly says something about your company when they are willing to go the extra mile to make time away from family and friends as comfortable and as relaxing as possible for you. i was greeted by a series of smiling faces that were employed at the hotel and all were eager to help. i checked in at the amazingly lavish lobby and was escorted by hotel staff who assisted me with my bags up to my room. my room was dripping with taste. the stylish room was only made more accommodating by the amenities it offered. with a mini-bar, large flat-screen television, and an entire home office setup, i barely had to leave the room. why would i want to with the amazing views of the lake and entire city. what an amazing experience i had and i will gladly come back.
deceptive	i recently stayed at the omni chicago hotel and it was awful. when i arrived my room was not ready. two hours later when it was finally cleaned, i entered and saw they they had not brought the cot that i had requested for my son. i asked for it again, but they never brought it. my mattress was uncomfortable, and i did not like sharing it with my son. the ac did not even work and it was terribly hot in the room. the next morning we ate the continental breakfast before leaving, and it too was bad. there was cereal, low quality yogurt, and burnt flavorless muffins. i would not recommend this hotel to anyone.
deceptive	"my husband and i snagged a great deal on a weekend trip to chicago, and decided (at the recommendation of friends) to stay at the palmer house hilton. the only word we can use to describe it is ""amazing""! walking into the lobby feels like stepping back in time, it is simply breath-taking. be sure to check out the ceiling, i have never seen one so beautiful outside of europe. we checked-in without any issues and were assigned a very lovely room with the most comfortable bed i have encountered in any hotel. everything is in walking distance of the palmer house, you couldn't hope to find a better location for exploring downtown chicago. everything was perfect with our stay here, i would not stay anywhere else in chicago from now on."
truthful	"has gone downhill so much we almost checked out. we stayed in the dean martin celebrity suite for 3 nights while entertaining customers in chicago. we've stayed there for many years and while not up to date like the four seasons or the peninsula, it has always been a comfortable and clean, service oriented hotel. not only has room service been eliminated (if you want room service it comes from marios italian restaurant down the street, so is only italian), complimentary morning coffee is no longer available, mini bars have been removed from the rooms, etc. etc. the only restaurant, the pump room was closed for a private function on saturday night, the bar also, so we weren't even able to have an after dinner drink with our guests. surely the function was planned before we made our reservations, but we weren't told of it. we also learned that the bell staff (who have been there for 13 and 8 years) is being eliminated. so, in other words, anyting to do with ""service"" is gone from this hotel. i hear they are going to begin renovations in december, but that is no excuse to let an old glory ""go to pot"" in the meantime. we won't be staying here when we go back in july or for thanksgiving. we even had to pay for internet. mind you, our bill for 3 nights was 900.00+, no room service, no restaurant/bar charges. highway robbery for what you get ow at the ambassador east. sad."
truthful	i booked two rooms four months in advance at the talbott. we were placed on the top floor next to the elevators, which are used all night long. when speaking to the front desk, i was told that they were simply honoring my request for an upper floor, which i had requested for a better view. i am looking at a brick wall, and getting no sleep. he also told me that they had received complaints before from guests on the 16th floor, and were aware of the noise problem. why then did they place us on this floor when the hotel is not totally booked? a request for an upper floor does not constitute placing someone on the top floor and using that request to justify this. if you decide to stay here, request a room on a lower floor and away from the elevator! i spoke at length when booking my two rooms about my preferences. this is simply poor treatment of a guest whom they believed would not complain.
deceptive	"during my recent stay at the hyatt regency chicago, i was severely disappointed in the quality of the facility and its staff. to start off, the rooms did not provide an adequate sound barrier between rooms. hoping to spend a quiet evening after a long day of business meetings, i had hoped to spend a quiet night in. my neighbors, however, watching what i can only imagine was a real house wives of new jersey marathon on full volume, destroyed my chance for peaceful ambiance. when i asked the concierge to address the issue, he seemed more concerned about his texting than doing his job. as i visited the gym, i found their ""state-of-the-art"" stayfittm gym consisted in nothing more than a couple of treadmills, weights and yoga mats. the water in the cooler was quite warm, and the workout towels were stained and tattered. finally, all the hypo-allergenic features touted on their website were rendered null by the presence of dust balls under the beds."
truthful	had a week long stay at the hilton on south michigan while attending a meeting. the hotel has some elegance in the lobby, meeting rooms and lounges - the hotel rooms could definitely use updating. i would definitely say that for the price of a room here - the rooms should be top notch. my car was misplaced during valet parking, our reservations were messed up, hotel staff showed up repeatedly throughout the week at our door with items (room service, a new coffee pot, laundry) that wasn't ours. i would not stay at this property again. there are much better places for the money in close proximity to michigan ave. it is a very big hotel and at times it felt like we were staying at faulty towers.
truthful	after reading some of the most recent reviews i'm really perplexed. i didn't know what to expect, but i was most pleasantly surprised. just as all the past reviews, both negative and positive, have stated, you can't beat the location of this hotel. it's perfect. we had a big spacious room in the old tower. we avoided the expensive pitfalls of the hotel extras such as bottled water and items in the room fridge. the beds were great, the rooms were kept clean and the staff was very friendly. great martinis in the hotel bar. i really can't understand the negative reviews. i know you can't please everyone, but in some cases i simply don't believe their claims. i've traveled a lot and have stayed in plenty of hotels. this is a great hotel!
deceptive	"the name conrad (the most luxurious of all hilton hotels) should illicit nothing but images of pure elegance and luxury; however, the conrad in chicago, il did obviously not receive the memo. upon entering the hotel, we were not greeted by any of the hotel staff. additionally, we were not offered any help. the desk receptionist was beyond rude. her snide remarks towards my wife and me set the tone for a the rest of our stay. after getting our card, we were finally offered help with our luggage. the young man who helped us could barely handle our luggage. strangely, he somehow found more strength when it was time to collect his tip. he received the tip he deserved, which he scoffed about and groaned under his breath as he walked away. upon first looking at the room it was beautiful. however, closer inspection revealed that the room had not been cleaned since the last visitor had left. there was hair in the sink and around the toilet. there was even a used bar of soap in the bathtub. this fact was not met with any apology by hotel staff. instead, i was told that was preposterous and that the room had indeed been cleaned to the highest of standards. two-hours later, someone came into the room to ""investigate"". when they saw the mess that had been left, they offered a menial apology. still another two hours later, housekeeping arrived. the level of incompetence even extended to the valets in the parking garage. in the most incredible display of stupidity of our visit, the valet actually brought the wrong car to me. i was half tempted to take the car that was brought to me (it was certainly an incredible make and model), but my better judgment prevailed. i informed the valet of his mistake, to which he replied, ""sorry dude, i read your ticket wrong."" i know that he did not smoke in my car, but he smelled so strongly of smoke, that the smell melted into my seat. luckily, its location on rush will help get out of the terror that is conrad chicago. there are so many better hotels in chicago -- please spend your money elsewhere."
truthful	"i recently returned from a trip to chicago with my husband and baby and another couple and their baby. while the room at the hotel was quite nice we had a very negative experience with the front desk staff including managers. when we arrived it took over an hour to check in. we had requested two rooms on the same floor, which the hotel staff had confirmed a number of times prior to our arrival. when we arrived they could not accommodate us and offered nothing to us to make up for it. eventually after we persisted they gave us half off for our room for one of the three nights we were there. we also asked the concierge to make us a reservation for brunch at a restaurant that would accommodate 4 adults and two babies in strollers. when we got to the restaurant they had only a reservation for 4 adults and had to make special arrangements to fit the babies in. we also had asked the hotel to make us an appointment for a personal shopper at bloomingdales in order for us to save time shopping. we filled out forms in advance to direct the shopper and when we arrived for our appointment bloomingdales advised us that they had only received the applications moments before and had not pulled together our requests. after complaining again to the manager at the hotel of these disappointments she advised that she would send something up to our room to compensate. this ""something"" never arrived. we will not be making a return visit to this hotel. while the housekeeping staff, location and room were quite nice the over all experience was very negative."
truthful	i stayed at this hotel for 1 night. we just wanted to stay in downtown chicago. this hotel is right next to john hancock building. walking distance to many shopping, restaurant, and everything else. from valet people to front desk people, they were all very friendly and helpful. the best thing about this hotel (other than the awesome location) is that all rooms are suites. you can choose 1 king or 2 double which will be inside the room and you get another sofa bed in the living room area. you get 2 tvs also. the roof top pool over looking michigan lake was lovely also.
